5	3200
n001167	41	n008541	68
n001167	15	n000688	96
n001167	35	n008577	84
n001167	36	n009278	7
n001167	59	n009140	38
n001503	10	n001503	11
n001503	55	n007937	84
n001503	39	n003725	2
n001503	73	n001110	27
n001503	16	n008110	39
n001503	47	n005201	12
n001503	55	n002103	52
n001503	96	n008816	54
n001503	22	n007495	68
n001503	86	n008143	19
n005157	18	n007096	30
n005157	9	n000970	16
n005157	71	n002823	54
n005157	80	n006487	85
n005157	28	n006742	74
n005157	51	n009023	32
n005157	35	n004685	54
n005157	64	n005201	66
n005157	74	n009116	94
n005157	51	n006703	24
n003898	26	n008618	12
n003898	24	n009085	35
n003898	61	n007347	48
n003898	15	n003215	80
n003898	72	n006280	11
n003898	13	n006075	63
n003898	5	n002381	65
n003898	14	n008660	27
n003898	87	n008022	93
n003898	39	n007864	16
n005354	58	n005756	90
n005354	56	n007654	31
n005354	54	n000688	36
n005354	27	n004186	27
n005354	26	n007864	38
n005354	100	n009076	19
n005354	55	n004958	50
n005354	35	n003996	64
n005354	95	n001183	52
n005354	34	n006614	52
n006387	46	n004468	90
n006387	59	n007875	11
n006387	6	n000091	52
n006387	76	n002775	20
n006387	91	n004638	14
n006387	10	n005157	19
n006387	45	n000349	61
n006387	86	n004663	11
n006387	44	n007096	98
n006387	4	n007498	19
n006717	23	n008709	93
n006717	14	n004631	72
n006717	90	n002433	3
n006717	33	n007347	16
n006717	32	n006462	83
n006717	66	n005425	13
n006717	96	n007190	27
n006717	76	n002688	21
n006717	70	n008712	90
n006717	12	n002470	90
n007864	69	n007497	56
n007864	54	n004692	88
n007864	26	n003898	94
n007864	74	n001454	28
n007864	25	n008985	2
n007864	61	n000970	98
n007864	8	n009023	79
n007864	11	n004539	70
n007864	69	n007875	71
n007864	64	n008985	44
n004817	3	n000028	47
n004817	92	n005185	29
n004817	68	n006255	18
n004817	97	n002493	16
n004817	78	n005749	51
n004817	91	n003655	27
n004817	14	n001110	74
n004817	70	n006587	97
n004817	60	n007810	72
n004817	83	n001862	19
n002773	25	n002757	6
n002773	35	n004768	91
n002773	100	n006581	89
n002773	85	n003697	64
n002773	86	n007664	84
n002773	16	n009119	86
n002773	76	n001081	89
n002773	39	n003607	86
n002773	62	n008394	83
n002773	36	n005872	3
n003655	68	n008452	98
n003655	96	n005425	27
n003655	59	n004958	9
n003655	19	n007580	71
n003655	9	n006213	8
n003655	17	n006717	54
n003655	95	n008618	6
n003655	78	n005978	37
n003655	22	n007664	78
n003655	52	n005063	31
n003467	98	n005559	33
n003467	54	n005326	71
n003467	34	n006435	88
n003467	93	n006216	77
n003467	24	n005326	81
n003467	48	n006435	68
n003467	47	n001081	44
n003467	69	n006604	29
n003467	6	n005704	9
n003467	12	n007347	15
n000688	17	n001167	14
n000688	36	n008709	77
n000688	82	n000748	61
n000688	41	n000107	6
n000688	85	n000970	65
n000688	13	n002273	54
n000688	80	n004474	66
n000688	54	n009083	82
n000688	70	n007164	24
n000688	32	n003558	46
n003664	19	n003898	6
n003664	18	n006633	92
n003664	72	n001110	72
n003664	16	n008155	50
n003664	76	n000821	28
n003664	94	n003464	87
n003664	2	n004767	69
n003664	95	n009015	85
n003664	14	n005872	33
n003664	27	n009058	89
n007654	6	n000433	82
n007654	35	n007113	5
n007654	10	n003902	43
n007654	12	n002616	37
n007654	99	n007097	7
n007654	73	n001435	80
n007654	7	n006255	21
n007654	76	n000882	71
n007654	57	n002273	16
n007654	27	n008730	12
n003697	65	n000436	63
n003697	69	n007664	12
n003697	66	n006633	77
n003697	42	n002826	40
n003697	32	n000821	36
n003697	2	n008763	96
n003697	44	n002961	14
n003697	99	n005450	9
n003697	47	n009058	16
n003697	24	n008778	35
n008429	26	n008452	54
n008429	81	n001338	53
n008429	23	n005896	89
n008429	69	n003697	18
n008429	57	n005979	97
n008429	74	n005063	17
n008429	49	n009083	90
n008429	74	n003830	97
n008429	5	n001250	48
n008429	41	n007089	22
n007495	11	n006255	65
n007495	67	n009041	76
n007495	2	n002101	99
n007495	51	n008149	86
n007495	21	n008375	14
n007495	88	n009085	33
n007495	75	n007215	76
n007495	16	n006487	61
n007495	34	n004581	86
n007495	5	n005687	75
n003711	39	n006604	23
n003711	71	n008764	31
n003711	60	n002688	21
n003711	48	n004638	8
n003711	97	n005429	1
n003711	75	n000740	56
n003711	8	n005064	76
n003711	82	n000410	86
n003711	32	n006770	42
n003711	97	n005911	81
n009019	57	n001202	28
n009019	95	n003666	9
n009019	18	n007802	93
n009019	47	n008322	58
n009019	81	n009093	92
n009019	8	n002493	41
n009019	26	n007728	80
n009019	12	n006887	29
n009019	93	n009080	36
n009019	91	n006215	50
n006435	39	n003156	36
n006435	31	n000137	16
n006435	34	n007875	12
n006435	65	n007652	28
n006435	24	n006344	76
n006435	97	n008032	89
n006435	79	n009093	22
n006435	6	n000739	28
n006435	49	n007478	63
n006435	35	n008763	7
n002059	15	n004539	96
n002059	30	n005978	12
n002059	90	n006627	82
n002059	85	n004245	77
n002059	16	n006717	96
n002059	21	n005911	93
n002059	37	n002166	66
n002059	59	n007164	57
n002059	50	n004768	21
n002059	17	n004631	49
n005872	83	n002059	7
n005872	70	n003215	45
n005872	22	n002296	65
n005872	51	n008685	81
n005872	31	n007055	35
n005872	62	n002912	54
n005872	24	n006255	4
n005872	17	n003558	80
n005872	29	n001710	34
n005872	56	n000028	75
n002434	15	n009142	52
n002434	43	n002676	43
n002434	90	n001565	56
n002434	72	n000436	5
n002434	77	n000410	39
n002434	76	n008022	13
n002434	8	n003607	14
n002434	55	n003354	47
n002434	95	n005201	31
n002434	49	n008452	20
n002296	64	n005978	61
n002296	81	n002309	42
n002296	16	n001023	60
n002296	72	n008686	9
n002296	83	n002103	25
n002296	43	n007215	81
n002296	23	n009114	35
n002296	14	n008778	82
n002296	41	n003996	30
n002296	28	n000349	16
n005844	44	n009076	49
n005844	65	n005472	34
n005844	100	n006425	34
n005844	3	n003711	47
n005844	96	n006199	51
n005844	15	n001366	60
n005844	23	n007686	81
n005844	3	n004692	96
n005844	91	n001456	52
n005844	70	n007478	59
n006255	47	n008816	71
n006255	47	n007381	91
n006255	15	n004772	31
n006255	11	n005105	22
n006255	48	n009085	30
n006255	42	n002124	65
n006255	76	n002580	33
n006255	57	n002166	23
n006255	15	n001467	90
n006255	32	n000433	41
n002433	48	n006358	33
n002433	95	n008394	84
n002433	57	n007097	52
n002433	4	n009072	87
n002433	94	n001782	95
n002433	24	n003898	47
n002433	42	n004474	74
n002433	79	n009140	37
n002433	42	n002434	36
n002433	78	n006159	45
n007728	39	n005377	97
n007728	74	n006466	37
n007728	92	n001577	83
n007728	4	n007347	9
n007728	11	n006466	99
n007728	99	n007912	23
n007728	13	n008712	48
n007728	18	n005559	40
n007728	65	n002433	77
n007728	49	n001338	62
n002493	41	n007495	96
n002493	71	n006255	55
n002493	43	n009140	47
n002493	30	n001081	89
n002493	63	n006387	64
n002493	12	n004514	40
n002493	92	n005844	38
n002493	100	n008022	63
n002493	29	n008149	91
n002493	36	n001110	9
n004556	92	n005185	29
n004556	6	n007580	19
n004556	2	n008110	45
n004556	88	n002676	38
n004556	9	n005450	31
n004556	77	n008831	8
n004556	84	n002493	38
n004556	56	n007852	71
n004556	26	n000802	53
n004556	100	n001565	39
n009285	88	n007166	58
n009285	33	n000635	94
n009285	77	n006213	14
n009285	93	n002773	15
n009285	71	n006462	15
n009285	67	n009118	67
n009285	62	n008577	80
n009285	50	n002434	97
n009285	55	n001023	73
n009285	99	n002433	56
n001478	21	n006213	5
n001478	75	n005429	10
n001478	84	n000107	44
n001478	6	n005851	81
n001478	56	n003666	83
n001478	85	n005772	3
n001478	55	n007190	33
n001478	77	n000878	46
n001478	49	n008618	25
n001478	12	n005404	37
n007320	9	n002159	33
n007320	62	n000128	83
n007320	27	n002826	59
n007320	55	n001710	13
n007320	31	n002164	68
n007320	61	n007580	86
n007320	3	n007478	19
n007320	98	n006487	87
n007320	34	n005974	56
n007320	84	n006309	15
n001023	79	n009119	13
n001023	55	n003725	1
n001023	22	n003530	73
n001023	24	n006742	57
n001023	72	n005896	68
n001023	18	n004323	87
n001023	24	n002912	63
n001023	23	n008429	95
n001023	73	n002159	37
n001023	35	n005978	28
n006466	36	n003898	2
n006466	41	n005974	32
n006466	62	n006587	35
n006466	22	n006581	17
n006466	21	n008779	7
n006466	74	n008831	29
n006466	33	n003473	70
n006466	39	n001571	51
n006466	8	n006887	10
n006466	99	n006215	49
n009278	79	n001362	54
n009278	66	n005687	53
n009278	76	n007113	23
n009278	24	n008452	65
n009278	14	n004546	57
n009278	81	n007498	34
n009278	49	n001167	77
n009278	77	n007478	49
n009278	27	n000091	64
n009278	7	n000730	4
n005687	22	n000635	99
n005687	36	n003464	64
n005687	43	n008779	74
n005687	61	n000970	97
n005687	65	n007406	82
n005687	14	n002434	69
n005687	36	n007215	8
n005687	18	n007852	37
n005687	19	n002846	43
n005687	93	n004946	18
n006208	51	n000802	10
n006208	57	n007166	70
n006208	29	n003530	27
n006208	68	n007182	94
n006208	1	n008375	58
n006208	99	n008034	7
n006208	16	n005064	28
n006208	59	n000433	83
n006208	15	n005808	73
n006208	3	n006466	77
n009072	19	n008155	53
n009072	82	n009065	46
n009072	26	n000135	9
n009072	44	n008375	7
n009072	54	n002580	16
n009072	25	n000838	94
n009072	96	n005513	34
n009072	84	n008712	10
n009072	4	n002846	70
n009072	85	n006208	56
n006237	80	n008685	58
n006237	21	n005872	88
n006237	3	n004631	63
n006237	43	n006387	81
n006237	17	n002580	96
n006237	60	n004817	27
n006237	62	n006717	62
n006237	50	n003711	65
n006237	30	n008737	27
n006237	69	n007580	94
n001482	24	n004663	94
n001482	34	n007654	94
n001482	79	n004638	17
n001482	79	n005687	58
n001482	7	n000882	11
n001482	36	n008452	30
n001482	38	n005704	36
n001482	36	n008394	38
n001482	63	n003752	40
n001482	97	n006358	50
n008108	20	n001366	64
n008108	37	n008660	59
n008108	57	n006387	9
n008108	74	n001596	67
n008108	77	n003752	34
n008108	10	n000739	9
n008108	93	n007164	71
n008108	64	n009085	16
n008108	47	n008110	35
n008108	23	n003898	33
n005425	67	n007802	22
n005425	61	n005793	46
n005425	54	n008155	33
n005425	6	n001167	99
n005425	17	n002433	92
n005425	18	n004436	62
n005425	72	n001503	44
n005425	83	n000878	43
n005425	53	n006358	87
n005425	34	n002273	20
n007381	38	n000748	10
n007381	39	n009140	58
n007381	39	n003697	54
n007381	55	n000010	56
n007381	61	n001183	57
n007381	60	n007823	50
n007381	26	n007498	24
n007381	36	n007113	69
n007381	41	n001755	62
n007381	72	n005749	68
n006405	90	n006717	17
n006405	41	n001110	4
n006405	72	n002580	4
n006405	87	n004539	64
n006405	51	n006633	88
n006405	94	n006353	87
n006405	98	n009058	67
n006405	93	n002434	42
n006405	17	n001597	76
n006405	46	n001362	9
n000739	29	n002616	21
n000739	37	n008375	6
n000739	51	n007802	81
n000739	20	n005379	95
n000739	26	n007951	97
n000739	17	n008149	19
n000739	80	n009072	47
n000739	10	n000609	15
n000739	96	n003467	65
n000739	89	n007347	40
n000730	89	n005808	69
n000730	36	n009119	47
n000730	21	n006216	40
n000730	86	n006358	54
n000730	26	n008913	69
n000730	29	n007580	89
n000730	57	n007652	30
n000730	71	n007498	31
n000730	42	n000609	9
n000730	67	n006742	29
n007182	30	n002381	13
n007182	30	n001250	66
n007182	100	n008149	8
n007182	82	n001467	98
n007182	15	n006587	53
n007182	32	n000091	4
n007182	48	n000739	89
n007182	41	n009142	31
n007182	26	n005377	83
n007182	29	n005749	12
n008155	70	n002101	20
n008155	87	n005105	94
n008155	46	n008322	57
n008155	30	n004631	74
n008155	2	n002688	3
n008155	97	n003156	72
n008155	76	n002961	47
n008155	63	n006703	51
n008155	77	n006387	33
n008155	3	n007823	82
n000135	23	n006075	59
n000135	62	n004817	21
n000135	95	n008660	29
n000135	66	n008686	22
n000135	72	n007089	52
n000135	73	n005157	29
n000135	74	n008737	83
n000135	13	n009015	79
n000135	48	n006280	40
n000135	98	n002101	6
n008394	58	n009085	67
n008394	16	n001338	64
n008394	34	n004436	9
n008394	94	n004323	74
n008394	99	n006215	39
n008394	40	n008541	36
n008394	47	n003573	90
n008394	7	n005326	34
n008394	7	n005978	11
n008394	94	n003530	25
n009080	15	n006309	49
n009080	71	n008155	34
n009080	43	n001755	37
n009080	71	n004514	81
n009080	57	n000970	63
n009080	45	n008022	69
n009080	83	n008685	58
n009080	79	n006723	65
n009080	45	n007478	31
n009080	43	n005513	50
n007113	90	n006128	31
n007113	56	n005749	39
n007113	88	n005472	66
n007113	4	n003573	69
n007113	70	n001526	17
n007113	60	n008737	48
n007113	57	n004556	49
n007113	35	n006213	81
n007113	5	n005105	89
n007113	22	n001435	20
n007570	19	n007055	25
n007570	70	n008034	22
n007570	53	n007875	10
n007570	69	n005450	18
n007570	99	n004436	76
n007570	1	n003635	22
n007570	84	n003337	94
n007570	61	n006462	93
n007570	11	n001503	30
n007570	79	n002961	12
n001862	87	55
n001862	32	90
n001862	87	4
n001862	75	1
n001862	4	37
n001862	69	33
n001862	54	13
n001862	80	18
n001862	98	59
n001862	86	42
n008120	8	96
n008120	43	38
n008120	68	78
n008120	99	84
n008120	53	1
n008120	93	48
n008120	14	66
n008120	24	77
n008120	86	76
n008120	9	17
n002273	61	33
n002273	86	91
n002273	4	19
n002273	7	4
n002273	50	72
n002273	22	93
n002273	76	48
n002273	39	2
n002273	91	98
n002273	79	86
n006627	10	92
n006627	84	22
n006627	77	32
n006627	57	86
n006627	100	76
n006627	33	95
n006627	32	13
n006627	66	29
n006627	87	23
n006627	72	88
n004514	70	48
n004514	67	4
n004514	3	36
n004514	95	7
n004514	36	28
n004514	60	75
n004514	90	35
n004514	58	83
n004514	32	72
n004514	29	50
n005404	88	62
n005404	34	18
n005404	18	55
n005404	28	81
n005404	5	23
n005404	53	87
n005404	98	4
n005404	16	97
n005404	79	96
n005404	33	84
n008575	89	41
n008575	45	37
n008575	42	13
n008575	89	72
n008575	91	27
n008575	9	62
n008575	59	88
n008575	41	24
n008575	82	16
n008575	65	39
n003156	94	41
n003156	33	92
n003156	86	99
n003156	40	80
n003156	31	75
n003156	73	10
n003156	16	35
n003156	14	33
n003156	51	39
n003156	70	22
n007166	79	36
n007166	55	32
n007166	40	32
n007166	26	53
n007166	60	41
n007166	84	89
n007166	19	16
n007166	63	10
n007166	8	83
n007166	28	31
n008778	64	24
n008778	40	88
n008778	41	80
n008778	10	43
n008778	81	41
n008778	81	40
n008778	34	57
n008778	33	7
n008778	78	67
n008778	63	2
n001467	89	7
n001467	47	62
n001467	88	67
n001467	23	85
n001467	11	82
n001467	91	91
n001467	9	14
n001467	40	4
n001467	65	1
n001467	5	85
n005201	25	5
n005201	14	88
n005201	65	50
n005201	9	4
n005201	95	12
n005201	37	28
n005201	47	19
n005201	88	92
n005201	79	14
n005201	42	42
n000328	51	31
n000328	65	37
n000328	89	38
n000328	99	36
n000328	8	83
n000328	79	17
n000328	47	86
n000328	98	73
n000328	83	62
n000328	32	1
n005808	16	25
n005808	32	91
n005808	98	85
n005808	77	70
n005808	15	26
n005808	40	79
n005808	33	36
n005808	75	6
n005808	61	13
n005808	82	65
n005450	30	72
n005450	70	86
n005450	68	74
n005450	69	93
n005450	34	20
n005450	14	98
n005450	7	37
n005450	46	96
n005450	33	87
n005450	50	19
n003337	2	74
n003337	2	30
n003337	97	29
n003337	27	9
n003337	64	75
n003337	31	69
n003337	91	21
n003337	44	14
n003337	97	16
n003337	65	10
n001456	5	20
n001456	9	45
n001456	82	92
n001456	37	37
n001456	73	59
n001456	94	20
n001456	10	46
n001456	19	53
n001456	50	30
n001456	56	37
n004772	18	74
n004772	7	40
n004772	13	40
n004772	97	93
n004772	70	77
n004772	45	92
n004772	22	20
n004772	5	9
n004772	73	71
n004772	16	4
n008346	100	65
n008346	31	65
n008346	61	58
n008346	80	100
n008346	2	57
n008346	20	35
n008346	16	20
n008346	16	2
n008346	6	83
n008346	15	64
n002688	81	72
n002688	62	32
n002688	85	76
n002688	93	88
n002688	68	4
n002688	21	92
n002688	1	80
n002688	52	18
n002688	88	2
n002688	18	82
n008322	55	94
n008322	65	49
n008322	80	10
n008322	11	39
n008322	51	83
n008322	27	85
n008322	37	96
n008322	94	9
n008322	76	75
n008322	19	98
n008110	39	24
n008110	29	7
n008110	35	47
n008110	75	42
n008110	79	53
n008110	64	76
n008110	38	60
n008110	5	80
n008110	93	49
n008110	95	66
n008913	60	33
n008913	25	48
n008913	40	68
n008913	15	70
n008913	74	97
n008913	29	10
n008913	65	63
n008913	65	90
n008913	85	87
n008913	43	80
n008779	46	11
n008779	67	64
n008779	13	63
n008779	8	62
n008779	82	8
n008779	11	55
n008779	6	67
n008779	2	64
n008779	57	11
n008779	97	73
n006425	37	51
n006425	48	64
n006425	18	85
n006425	46	95
n006425	57	66
n006425	80	25
n006425	87	93
n006425	98	70
n006425	10	79
n006425	5	9
n005896	18	1
n005896	22	87
n005896	83	27
n005896	51	77
n005896	11	54
n005896	99	61
n005896	62	27
n005896	21	25
n005896	27	94
n005896	57	91
n003534	70	43
n003534	62	90
n003534	41	60
n003534	55	97
n003534	9	61
n003534	49	11
n003534	61	11
n003534	24	100
n003534	58	53
n003534	7	84
n001435	68	56
n001435	29	98
n001435	44	88
n001435	26	55
n001435	32	75
n001435	92	34
n001435	20	97
n001435	45	36
n001435	11	25
n001435	86	11
n006280	23	8
n006280	76	95
n006280	49	31
n006280	49	25
n006280	54	89
n006280	59	40
n006280	66	7
n006280	36	26
n006280	48	74
n006280	69	53
n006887	6	7
n006887	16	56
n006887	15	85
n006887	72	19
n006887	67	13
n006887	88	23
n006887	81	29
n006887	77	100
n006887	46	80
n006887	8	44
n003166	1	7
n003166	83	86
n003166	90	76
n003166	93	41
n003166	19	46
n003166	27	35
n003166	1	69
n003166	66	73
n003166	97	64
n003166	53	92
n003354	30	46
n003354	53	52
n003354	76	54
n003354	53	51
n003354	19	10
n003354	20	65
n003354	35	19
n003354	10	47
n003354	48	69
n003354	83	8
n002616	4	79
n002616	56	6
n002616	62	61
n002616	4	71
n002616	1	21
n002616	91	26
n002616	34	86
n002616	65	40
n002616	27	33
n002616	24	44
n003996	42	50
n003996	87	25
n003996	88	19
n003996	16	94
n003996	68	48
n003996	72	48
n003996	43	21
n003996	26	86
n003996	57	43
n003996	48	89
n005434	62	96
n005434	6	89
n005434	78	54
n005434	43	48
n005434	33	55
n005434	35	48
n005434	30	10
n005434	31	59
n005434	14	3
n005434	86	54
n004546	47	87
n004546	37	37
n004546	84	70
n004546	58	29
n004546	1	93
n004546	73	12
n004546	96	72
n004546	8	9
n004546	1	9
n004546	6	17
n008985	66	61
n008985	26	47
n008985	94	76
n008985	49	6
n008985	42	75
n008985	21	46
n008985	79	63
n008985	32	52
n008985	39	37
n008985	82	48
n006216	61	63
n006216	29	93
n006216	56	44
n006216	82	31
n006216	77	54
n006216	67	59
n006216	35	73
n006216	3	50
n006216	96	28
n006216	75	33
n002470	2	32
n002470	7	98
n002470	48	60
n002470	14	18
n002470	96	77
n002470	64	44
n002470	63	44
n002470	72	92
n002470	47	42
n002470	80	25
n003752	28	97
n003752	90	44
n003752	6	77
n003752	19	87
n003752	26	82
n003752	96	15
n003752	80	38
n003752	94	67
n003752	70	72
n003752	88	43
n004577	4	54
n004577	66	62
n004577	17	47
n004577	12	74
n004577	10	58
n004577	63	89
n004577	49	12
n004577	52	18
n004577	98	76
n004577	28	72
n009065	63	26
n009065	58	93
n009065	62	3
n009065	62	10
n009065	4	72
n009065	22	39
n009065	51	50
n009065	53	28
n009065	59	38
n009065	2	2
n008143	80	40
n008143	57	68
n008143	95	58
n008143	33	88
n008143	33	81
n008143	96	28
n008143	78	70
n008143	59	52
n008143	70	53
n008143	19	34
n007937	70	70
n007937	98	24
n007937	57	31
n007937	79	81
n007937	99	51
n007937	29	60
n007937	65	79
n007937	72	26
n007937	7	97
n007937	16	62
n008712	11	84
n008712	6	59
n008712	19	94
n008712	62	86
n008712	99	33
n008712	47	13
n008712	37	100
n008712	41	67
n008712	81	3
n008712	7	50
n002826	6	71
n002826	32	23
n002826	10	49
n002826	42	45
n002826	94	5
n002826	96	40
n002826	36	29
n002826	100	30
n002826	23	85
n002826	84	35
n003558	77	12
n003558	71	45
n003558	92	100
n003558	91	5
n003558	24	38
n003558	46	90
n003558	73	1
n003558	58	53
n003558	23	24
n003558	96	93
n008660	29	89
n008660	43	93
n008660	80	96
n008660	35	12
n008660	57	19
n008660	29	53
n008660	69	22
n008660	63	99
n008660	90	50
n008660	37	25
n008452	64	51
n008452	72	36
n008452	12	7
n008452	84	56
n008452	55	30
n008452	70	21
n008452	1	76
n008452	68	44
n008452	19	67
n008452	50	92
n001183	30	96
n001183	48	91
n001183	25	47
n001183	46	2
n001183	86	80
n001183	38	80
n001183	73	81
n001183	34	32
n001183	82	10
n001183	20	38
n002159	30	82
n002159	13	36
n002159	1	43
n002159	63	12
n002159	32	89
n002159	31	7
n002159	96	52
n002159	17	39
n002159	40	58
n002159	100	11
n004068	43	34
n004068	34	71
n004068	17	17
n004068	28	59
n004068	67	45
n004068	55	70
n004068	64	53
n004068	24	1
n004068	61	69
n004068	81	85
n002166	43	76
n002166	81	42
n002166	24	58
n002166	12	72
n002166	86	91
n002166	21	23
n002166	70	84
n002166	73	68
n002166	51	97
n002166	64	89
n005185	6	76
n005185	60	65
n005185	55	36
n005185	71	3
n005185	100	71
n005185	13	79
n005185	39	63
n005185	17	59
n005185	100	85
n005185	73	37
n000609	81	98
n000609	59	38
n000609	77	55
n000609	50	62
n000609	27	77
n000609	98	68
n000609	3	84
n000609	89	23
n000609	53	54
n000609	75	17
n001710	90	100
n001710	23	50
n001710	54	32
n001710	73	87
n001710	43	30
n001710	69	76
n001710	29	67
n001710	90	44
n001710	4	13
n001710	10	39
n009119	50	64
n009119	85	98
n009119	58	42
n009119	11	68
n009119	15	100
n009119	45	14
n009119	88	41
n009119	11	96
n009119	100	60
n009119	27	95
n001576	40	43
n001576	22	98
n001576	59	69
n001576	21	54
n001576	33	38
n001576	46	5
n001576	80	94
n001576	11	30
n001576	62	40
n001576	95	40
n007478	53	86
n007478	44	69
n007478	66	15
n007478	69	20
n007478	85	59
n007478	39	83
n007478	78	8
n007478	100	13
n007478	35	66
n007478	81	25
n007686	32	61
n007686	91	85
n007686	39	50
n007686	29	23
n007686	32	30
n007686	31	55
n007686	80	83
n007686	40	99
n007686	82	9
n007686	18	52
n001571	81	48
n001571	45	79
n001571	49	6
n001571	18	56
n001571	89	2
n001571	8	100
n001571	8	91
n001571	22	42
n001571	93	14
n001571	99	42
n004663	1	50
n004663	71	82
n004663	97	62
n004663	74	47
n004663	11	56
n004663	42	84
n004663	33	61
n004663	70	37
n004663	57	46
n004663	17	44
n002309	1	82
n002309	85	46
n002309	83	65
n002309	67	73
n002309	74	25
n002309	97	27
n002309	20	90
n002309	82	67
n002309	78	4
n002309	23	27
n002103	61	92
n002103	26	58
n002103	51	84
n002103	14	48
n002103	35	83
n002103	2	90
n002103	35	28
n002103	51	9
n002103	5	46
n002103	37	81
n005326	82	99
n005326	22	81
n005326	37	91
n005326	96	3
n005326	96	9
n005326	3	20
n005326	66	35
n005326	44	63
n005326	80	44
n005326	74	47
n005974	56	53
n005974	82	80
n005974	54	99
n005974	94	39
n005974	70	11
n005974	46	97
n005974	15	62
n005974	5	88
n005974	95	9
n005974	95	57
n007875	76	46
n007875	41	76
n007875	37	70
n007875	62	6
n007875	62	49
n007875	56	49
n007875	21	85
n007875	39	92
n007875	71	40
n007875	10	16
n004638	82	38
n004638	23	46
n004638	2	14
n004638	76	38
n004638	92	7
n004638	81	86
n004638	2	9
n004638	75	29
n004638	98	18
n004638	28	44
n005513	14	1
n005513	44	99
n005513	12	66
n005513	71	88
n005513	94	37
n005513	50	91
n005513	47	36
n005513	100	10
n005513	65	13
n005513	75	67
n009118	95	41
n009118	55	7
n009118	86	78
n009118	26	31
n009118	62	46
n009118	15	2
n009118	90	7
n009118	65	76
n009118	63	41
n009118	93	83
n008805	69	4
n008805	85	32
n008805	79	3
n008805	53	70
n008805	56	96
n008805	60	23
n008805	51	70
n008805	74	27
n008805	16	79
n008805	75	56
n009116	3	100
n009116	2	68
n009116	96	59
n009116	45	55
n009116	72	18
n009116	47	41
n009116	97	21
n009116	49	27
n009116	57	49
n009116	53	78
n008454	13	33
n008454	60	23
n008454	44	34
n008454	98	99
n008454	69	21
n008454	24	68
n008454	12	74
n008454	25	9
n008454	31	76
n008454	3	41
n006353	37	30
n006353	54	50
n006353	27	13
n006353	35	94
n006353	78	81
n006353	58	98
n006353	34	49
n006353	46	96
n006353	91	15
n006353	64	15
n009129	13	19
n009129	91	87
n009129	87	13
n009129	95	85
n009129	16	36
n009129	71	97
n009129	50	12
n009129	21	39
n009129	23	22
n009129	98	24
n006159	97	89
n006159	66	80
n006159	55	35
n006159	5	67
n006159	10	28
n006159	6	80
n006159	66	66
n006159	74	33
n006159	98	65
n006159	67	41
n000433	74	42
n000433	32	32
n000433	8	43
n000433	34	57
n000433	22	90
n000433	51	59
n000433	93	15
n000433	8	65
n000433	15	46
n000433	26	73
n004631	61	32
n004631	15	39
n004631	90	94
n004631	87	71
n004631	27	40
n004631	27	82
n004631	33	29
n004631	41	15
n004631	27	13
n004631	23	83
n004468	11	56
n004468	28	89
n004468	49	21
n004468	68	82
n004468	67	53
n004468	76	4
n004468	31	22
n004468	89	5
n004468	31	95
n004468	73	69
n000838	45	14
n000838	62	23
n000838	21	34
n000838	17	37
n000838	97	80
n000838	77	41
n000838	98	73
n000838	98	11
n000838	75	20
n000838	90	47
n009142	28	53
n009142	37	28
n009142	93	27
n009142	69	14
n009142	65	84
n009142	79	14
n009142	43	49
n009142	72	25
n009142	68	67
n009142	77	56
n005911	85	97
n005911	63	76
n005911	9	47
n005911	54	53
n005911	4	97
n005911	93	79
n005911	91	10
n005911	18	9
n005911	19	88
n005911	45	46
n007810	19	5
n007810	61	93
n007810	13	62
n007810	9	9
n007810	57	76
n007810	87	55
n007810	95	43
n007810	84	39
n007810	100	99
n007810	31	46
n005772	52	2
n005772	89	18
n005772	87	48
n005772	20	50
n005772	14	77
n005772	20	31
n005772	32	55
n005772	27	22
n005772	74	94
n005772	33	87
n001577	81	94
n001577	34	61
n001577	82	10
n001577	19	7
n001577	19	11
n001577	88	37
n001577	16	83
n001577	93	96
n001577	88	56
n001577	8	36
n006336	61	4
n006336	31	88
n006336	13	89
n006336	65	38
n006336	46	40
n006336	12	5
n006336	43	27
n006336	6	9
n006336	82	17
n006336	20	61
n006309	80	10
n006309	53	93
n006309	49	15
n006309	39	19
n006309	69	65
n006309	34	27
n006309	53	68
n006309	100	28
n006309	8	85
n006309	87	58
n000028	99	22
n000028	3	49
n000028	69	4
n000028	14	81
n000028	67	88
n000028	90	43
n000028	77	92
n000028	64	94
n000028	19	74
n000028	37	34
n004685	74	91
n004685	17	39
n004685	39	70
n004685	41	77
n004685	98	100
n004685	97	4
n004685	73	39
n004685	18	2
n004685	69	52
n004685	21	71
n003666	70	94
n003666	35	53
n003666	99	34
n003666	45	77
n003666	69	69
n003666	62	61
n003666	59	9
n003666	34	95
n003666	98	27
n003666	92	16
n006770	28	100
n006770	50	76
n006770	69	1
n006770	27	51
n006770	71	42
n006770	77	10
n006770	39	61
n006770	15	98
n006770	7	69
n006770	87	68
n002912	50	18
n002912	92	20
n002912	88	6
n002912	80	66
n002912	59	6
n002912	18	94
n002912	57	70
n002912	73	80
n002912	70	82
n002912	9	17
n007497	1	90
n007497	12	68
n007497	72	100
n007497	6	51
n007497	19	91
n007497	45	46
n007497	19	37
n007497	30	87
n007497	32	48
n007497	1	98
n001304	91	83
